,Reviews,Ratings
3666,This product is awesome from Acer and Product photos good but real product is awesome .I think don't judge a acer laptop by Flipkart Photos.....READ MORE,4
3667,Very Much Thankful to Flipkart and the Monitor Provider Also. 1st monitor come with some pixels issue. But after the replacement monitor is too good. Thank your Flipkart for the quick Response. Best monitor at this Price Range. Go For it If any one want to Buy It .READ MORE,5
3668,One of the best Monitor you can get in this range.165hz is very smooth and improves your experience a lot.Colors are decent and could be further enhanced with sRGB mode. Gaming experience is very good in this monitor.I am using this monitor with ryzen 5 3400g and it easily achieves 165 hz using hdmi.READ MORE,5
3669,It was an awesome monitor for game and full HD movies 🤩.. and nice performance while full HD videos playing.. refresh rate is 70hz .. Bezel less display totally satisfied with this product 👌👌READ MORE,5
3670,"Good product , Good Delivery , Delivery boy is Friendly handled. Thanks for supportREAD MORE",4
3671,Packaging is very good and led looks fabulous love itREAD MORE,5
3672,"I ordered the monitor just for it's 1ms response time and the VA Panel. Sadly it didn't turned well. I have been using IPS displays for all my life and switching to VA was a very bad decision. ProsLightGood design and the stand looks way better than any of the monitors out there.Lots of additional features and you get to configure it  according to you. Has multiple modes.(Sports, Movies, and many more)ConsThe VA Panel is not for you if you have been using IPS Displays. Please buy an I...READ MORE",2
3673,Best product very good for gaming comes witha n app very cool for gaming it's worth for every penny very recommended you can play games . It gives u the best experience when u play free fire 🔥🔥🔥🔥🔥READ MORE,5
3674,"Most Value for money Monitor. VA panel, was worried about viewing angles but viewing angle is also good, refresh rate 75HZ, 1ms response time. Very cool stand. Stand is very stable. Screen is movable up down to 15 degrees. Lil bit movable like 3 degrees from left right. up Power consumption is low. Please note it doesn't have speakers which should not be a deal breaker. I have played mortal kombat 11, watched HD, blu ray movies and I work daily from home on this monitor. Warranty is 3 years....READ MORE",5
3675,"After using it for a year, i feel the Monitor is good for its price. I have faced no issues with the monitor yet.The colours are good, the Black Levels are adequate and u can adjust it too. It says 1ms response time but by default it is 4ms. You can turn on the VRB mode to get 1ms but it may strain your eyes.I would say there is no such noticeable difference in 60hz or 75hz. For Gaming, You would love playing Story Mode games in this Monitor as the colour output is good. But for Compet...READ MORE",4
3676,"Very nice product, very good packaging, overall a very good product for the price, i recommend it to everyoneREAD MORE",5
3677,Best monitor for gaming 75hz 1ms perfectREAD MORE,5
3678,Superb Monitor ...Loved it ❤️READ MORE,5
3679,"It's a very good product has good clarity, adequate refresh rate  and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the moneyREAD MORE",5
3680,"I ordered two monitors and these look good. You can trust specs of this device. Build quality is not like benq, that I used in past but in 8.5k you get the best value of money.READ MORE",4
3681,"Amazing monitor, totally worth the price, has a modern look and very thin bezels…colours are vibrant as well…delivered in just 2 days …loved itREAD MORE",5
3682,As per Specifications all are top of the mark but one thing I would like unhide about this monitor is that when you enable eye saver mode the brightness controller get disable which I personally don't like as I think brightness level is bit high for me to work for long hours. And also there's only one HDMI and one VGA port available here there should be one more DP or HDMI port available on this for smooth work flow with other devices. Otherwise for flipkart side 5 stars for thier delivery be...READ MORE,4
3683,Very much satisfied with the new monitor. I upgraded my old monitor with this one. Display clarity is great. Registered the product with Samsung product registration online and was able to view the warranty information.READ MORE,5
3684,"Samsung makes good tv's. With monitors, it's a little different. From 2 feet distance, even the lowest brightness settings on this are severely discomforting. Only way to use this is to turn down rbg individually at zero brightness. Then, this becomes useful.The eye care mode is a joke - the panel would become warm and really bright while the brightness settings are disabled.If you want to buy Samsung - like I did - get this. Good for watching content now n then. For serious 10 hr+ workdays...READ MORE",4
3685,ExcellentREAD MORE,5
3686,BestREAD MORE,4
3687,Nice ProductREAD MORE,4
3688,Awesome monitor for WFHsize is also perfect.It can be tilted by loosing screws behind black tape of the stand.READ MORE,5
3689,"First of all I would like to thank Flipkart for the superfast delivery on the committed time. The product is awesome. Very catchy. The best part of it is its price point.Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.The bezel  is smooth and has got a great finish, Samsung you did a great job.I recommend this monitor for average gaming, photo processing. Watching moviesin this curved immersive monitor is a great experience.READ MORE",5
3690,"I think I am the first one to write a review for this product. I bought this product on a nice discount and it's absolutely superb. The monitor was easy to assemble and the moment I switched it on, the clarity was magnificent. All the monitors in this category, I believe are of similar rating but I simply love this monitor. Also, the ''eye saver'' option is very cool and very good for the eyes. Thank you, flipkart and samsung.READ MORE",5
3691,"Best product in affordable price. Very satisfying high definition picture quality and easy to get whole coverage of content due to its curved feature. Has a good degree of freedom. Overall its a great product and great service of flipkart(given date of delivery was 12 days, but it was delivered within 5 days.)READ MORE",5
